country_rank,domain,sector,industry,position,position_industry,monthly_visits,unique_visitors,visit_duration,pages_visit,bounce_rate,desktop_frac,mobile_frac,traffic_share,traffic_share_industry,total_monthly_time,software_as_service,content_producer,user_content_platform,needs_login,charge_users,mainly_web,owner,for_profit,owner_country,cluster_2,cluster_3,cluster_4,cluster_5,cluster_6,cluster_7,cluster_8
137,aniwave.to,Arts and Entertainment,Animation and Comics,101.0,2.0,334500000.0,18460000.0,731.0,5.18,0.3276,0.717,0.283,0.0007275,0.0395,244519500000.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0,2,2,2,0,6,6
94,pixiv.net,Arts and Entertainment,Visual Arts and Design,102.0,1.0,329800000.0,33530000.0,627.0,9.91,0.3462,0.279,0.721,0.0007173,0.3904,206784600000.0,0.0,0.0,1.0,1.0,0.0,1.0,Pixiv,1.0,Japan,0,2,2,2,0,5,2
129,archiveofourown.org,Arts and Entertainment,Books and Literature,103.0,1.0,327400000.0,15960000.0,985.0,8.39,0.3213,0.165,0.835,0.0007121,0.1141,322489000000.0,0.0,0.0,1.0,0.0,0.0,1.0,Organization for Transformative Works,0.0,United States,0,2,2,2,0,6,6
168,pinduoduo.com,Ecommerce and Shopping,Marketplace,104.0,14.0,324700000.0,181800000.0,41.0,1.53,0.8796,0.03,0.97,0.0007062,0.0189,13312700000.0,0.0,0.0,1.0,1.0,0.0,1.0,PDD Holdings,1.0,Ireland,0,2,2,2,0,5,2
135,aol.com,Computers Electronics and Technology,Computers Electronics and Technology - Other,105.0,5.0,323800000.0,18410000.0,917.0,7.33,0.2471,0.766,0.234,0.0007043,0.0162,296924600000.0,0.0,0.0,0.0,0.0,0.0,1.0,Apollo,1.0,United States,0,2,2,2,0,6,6
85,temu.com,Ecommerce and Shopping,Marketplace,106.0,15.0,320600000.0,141500000.0,304.0,6.76,0.3444,0.388,0.612,0.0006973,0.0186,97462400000.0,0.0,0.0,1.0,1.0,0.0,1.0,PDD Holdings,1.0,Ireland,0,2,2,2,0,5,2
66,zillow.com,Business and Consumer Services,Real Estate,107.0,1.0,319700000.0,92670000.0,352.0,14.63,0.4264,0.392,0.608,0.0006953,0.0874,112534400000.0,1.0,1.0,1.0,0.0,,0.0,Zillow,1.0,United States,0,1,1,0,2,0,5
160,line.me,Computers Electronics and Technology,Social Networks and Online Communities,108.0,14.0,314400000.0,85290000.0,71.0,2.11,0.6829,0.116,0.884,0.0006838,0.0062,22322400000.0,1.0,0.0,1.0,1.0,0.0,1.0,SoftBank,1.0,Japan,0,2,2,2,0,5,2
127,disneyplus.com,Arts and Entertainment,TV Movies and Streaming,109.0,6.0,313200000.0,82880000.0,341.0,4.41,0.3404,0.739,0.261,0.0006812,0.0058,106801200000.0,0.0,1.0,0.0,1.0,1.0,1.0,Walt Disney Company,1.0,United States,1,0,3,3,3,3,7
80,google.co.jp,Computers Electronics and Technology,Search Engines,110.0,10.0,311000000.0,31030000.0,503.0,16.36,0.258,0.596,0.404,0.0006764,0.0029,156433000000.0,0.0,0.0,0.0,0.0,0.0,1.0,Alphabet,1.0,United States,0,2,2,2,0,6,6
103,onlyfans.com,Adult,Adult,111.0,10.0,307500000.0,70720000.0,310.0,6.16,0.437,0.241,0.759,0.0006688,0.0076,95325000000.0,0.0,0.0,1.0,1.0,1.0,1.0,Fenix International Limited,1.0,United Kingdom,0,2,2,2,0,5,2
102,office365.com,Computers Electronics and Technology,Programming and Developer Software,112.0,6.0,301400000.0,39270000.0,506.0,7.52,0.3019,0.727,0.273,0.0006555,0.0198,152508400000.0,1.0,0.0,0.0,1.0,1.0,1.0,Microsoft,1.0,United States,1,0,0,1,1,1,1
105,telegram.org,Computers Electronics and Technology,Social Networks and Online Communities,113.0,15.0,296000000.0,47400000.0,737.0,7.46,0.251,0.849,0.151,0.0006438,0.0059,218152000000.0,1.0,0.0,1.0,1.0,0.0,1.0,Telegram,1.0,United Arab Emirates,0,2,2,2,0,5,2
141,foxnews.com,News and Media,News and Media,114.0,18.0,293500000.0,49680000.0,379.0,4.17,0.4227,0.352,0.648,0.0006384,0.0046,111236500000.0,0.0,1.0,0.0,1.0,0.0,1.0,Murdoch family,1.0,United States,0,1,1,0,5,2,0
145,tsyndicate.com,Business and Consumer Services,Marketing and Advertising,115.0,1.0,290500000.0,115400000.0,20.0,1.63,0.171,0.011,0.989,0.0006318,0.163,5810000000.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0,2,2,2,0,6,6
161,seznam.cz,Computers Electronics and Technology,Search Engines,116.0,11.0,287200000.0,11800000.0,551.0,4.87,0.306,0.474,0.526,0.0006247,0.0027,158247200000.0,0.0,0.0,0.0,0.0,0.0,1.0,Seznam,1.0,Czech Republic,0,2,2,2,0,6,6
